item,itemLabel,itemDescription,gender,genderLabel,dob,dobPrecision,dod,dodPrecision
Q260464,Ed Balls,British politician (born 1967),Q6581097,male,1967-02-25T00:00:00Z,11,,
Q296689,Ed Davey,British politician (born 1965),Q6581097,male,1965-12-25T00:00:00Z,11,,
Q216594,Ed Miliband,British politician (born 1969),Q6581097,male,1969-12-24T00:00:00Z,11,,
Q665743,"Edith Summerskill, Baroness Summerskill",British politician (1901-1980),Q6581072,female,1901-04-19T00:00:00Z,11,1980-02-04T00:00:00Z,11
Q981574,Edmund Dell,British politician (1921-1999),Q6581097,male,1921-08-15T00:00:00Z,11,1999-10-28T00:00:00Z,11
Q5341978,"Edward Boyle, Baron Boyle of Handsworth",British politician (1923-1981),Q6581097,male,1923-08-31T00:00:00Z,11,1981-09-28T00:00:00Z,11
Q5345498,Edward Burtenshaw Sugden,"British lawyer, judge, statesman, and writer",Q6581097,male,1781-02-12T00:00:00Z,11,1875-01-29T00:00:00Z,11
Q177235,"Edward Carson, Baron Carson","Irish politician, barrister and judge (1854-1935)",Q6581097,male,1854-02-09T00:00:00Z,11,1935-10-22T00:00:00Z,11
Q332435,Edward Coke,English lawyer and judge,Q6581097,male,1549-01-01T00:00:00Z,9,1633-09-03T00:00:00Z,11
Q332435,Edward Coke,English lawyer and judge,Q6581097,male,1549-01-01T00:00:00Z,9,1634-09-13T00:00:00Z,11
Q332435,Edward Coke,English lawyer and judge,Q6581097,male,1552-02-11T00:00:00Z,11,1633-09-03T00:00:00Z,11
Q332435,Edward Coke,English lawyer and judge,Q6581097,male,1552-02-11T00:00:00Z,11,1634-09-13T00:00:00Z,11
Q5342395,"Edward Conway, 1st Viscount Conway",English politician,Q6581097,male,1564-01-01T00:00:00Z,9,1631-01-03T00:00:00Z,11
Q5342398,Edward Cooke,British politician and pamphleteer,Q6581097,male,1755-06-27T00:00:00Z,11,1820-03-19T00:00:00Z,11
Q5343102,"Edward Gibson, 1st Baron Ashbourne",British politician,Q6581097,male,1837-09-04T00:00:00Z,11,1913-05-22T00:00:00Z,11
Q335187,"Edward Grey, 1st Viscount Grey of Fallodon",British Liberal statesman (1862-1933),Q6581097,male,1862-04-25T00:00:00Z,11,1933-09-07T00:00:00Z,11
Q128967,Edward Heath,former prime minister of the United Kingdom (1916–2005),Q6581097,male,1916-07-09T00:00:00Z,11,2005-07-17T00:00:00Z,11
Q335173,"Edward Hyde, 1st Earl of Clarendon",English politician (1609-1674),Q6581097,male,1609-02-18T00:00:00Z,11,1674-12-09T00:00:00Z,11
Q333207,"Edward Law, 1st Earl of Ellenborough","British Tory politician, Governor-General of India (1790-1871)",Q6581097,male,1790-09-08T00:00:00Z,11,1871-12-22T00:00:00Z,11
Q334352,"Edward Marjoribanks, 2nd Baron Tweedmouth",British politician (1849-1909),Q6581097,male,1849-07-08T00:00:00Z,11,1909-09-15T00:00:00Z,11
Q3719921,"Edward Seymour, 12th Duke of Somerset",British aristocrat and Whig politician,Q6581097,male,1804-12-20T00:00:00Z,11,1885-11-28T00:00:00Z,11
Q3719921,"Edward Seymour, 12th Duke of Somerset",British aristocrat and Whig politician,Q6581097,male,1805-12-20T00:00:00Z,11,1885-11-28T00:00:00Z,11
Q332818,"Edward Shackleton, Baron Shackleton",British politician (1911-1994),Q6581097,male,1911-07-15T00:00:00Z,11,1994-09-22T00:00:00Z,11
Q333944,"Edward Short, Baron Glenamara",British politician (1912-2012),Q6581097,male,1912-12-17T00:00:00Z,11,2012-05-04T00:00:00Z,11
Q5345322,Edward Shortt,British politician (1862-1935),Q6581097,male,1862-03-10T00:00:00Z,11,1935-11-10T00:00:00Z,11
Q333496,"Edward Smith-Stanley, 12th Earl of Derby",British peer and politician (1752-1834),Q6581097,male,1752-09-12T00:00:00Z,11,1834-10-21T00:00:00Z,11
Q237829,"Edward Smith-Stanley, 14th Earl of Derby",British Prime Minister (1799-1869),Q6581097,male,1799-03-29T00:00:00Z,11,1869-10-23T00:00:00Z,11
Q5345405,Edward Stanhope,British Conservative Party politician (1840-1893),Q6581097,male,1840-09-24T00:00:00Z,11,1893-12-21T00:00:00Z,11
Q332789,"Edward Stanley, 15th Earl of Derby",British politician (1826-1893),Q6581097,male,1826-07-21T00:00:00Z,11,1893-04-21T00:00:00Z,11
Q5345413,"Edward Stanley, Lord Stanley","British politician, died 1938",Q6581097,male,1894-07-09T00:00:00Z,11,1938-10-16T00:00:00Z,11
Q5345487,"Edward Strutt, 1st Baron Belper",British politician,Q6581097,male,1801-10-26T00:00:00Z,11,1880-06-30T00:00:00Z,11
Q333426,"Edward Wood, 1st Earl of Halifax",British politician (1881-1959),Q6581097,male,1881-04-16T00:00:00Z,11,1959-12-23T00:00:00Z,11
Q272201,Elizabeth Truss,British Conservative Party politician (born 1975),Q6581072,female,1975-07-26T00:00:00Z,11,,
Q332751,Ellen Wilkinson,British Labour Party politician (1891–1947),Q6581072,female,1891-10-08T00:00:00Z,11,1947-02-06T00:00:00Z,11
Q333028,Enoch Powell,British politician (1912-1998),Q6581097,male,1912-06-16T00:00:00Z,11,1998-02-08T00:00:00Z,11
Q959198,Eric Geddes,British politician (1875-1937),Q6581097,male,1875-09-26T00:00:00Z,11,1937-06-22T00:00:00Z,11
Q333493,Eric Pickles,British politician (born 1952),Q6581097,male,1952-04-20T00:00:00Z,11,,
Q334327,Eric Varley,politician and Life peer (1932-2008),Q6581097,male,1932-08-11T00:00:00Z,11,2008-07-29T00:00:00Z,11
Q332365,Ernest Bevin,"British labour leader, politician, and statesman (1881-1951)",Q6581097,male,1881-03-09T00:00:00Z,11,1951-04-14T00:00:00Z,11
Q5392836,Ernest Brown,British politician (1881-1962),Q6581097,male,1881-08-27T00:00:00Z,11,1962-02-16T00:00:00Z,11
Q5393524,Ernest Marples,British politician,Q6581097,male,1907-12-09T00:00:00Z,11,1978-07-06T00:00:00Z,11
Q2291802,"Ernle Chatfield, 1st Baron Chatfield",Royal Navy admiral of the fleet (1873-1967),Q6581097,male,1873-09-27T00:00:00Z,11,1967-11-15T00:00:00Z,11
Q333326,"Estelle Morris, Baroness Morris of Yardley","British teacher, politician, life peer (born 1952)",Q6581072,female,1952-06-17T00:00:00Z,11,,
Q584062,Esther McVey,British politician (born 1967),Q6581072,female,1967-10-24T00:00:00Z,11,,
Q5405305,Euan Wallace,British politician,Q6581097,male,1892-04-20T00:00:00Z,11,1941-02-09T00:00:00Z,11
Q1241117,"Eustace Percy, 1st Baron Percy of Newcastle",British politician (1887-1958),Q6581097,male,1887-03-21T00:00:00Z,11,1958-04-03T00:00:00Z,11
Q5416411,"Evelyn Pierrepont, 1st Duke of Kingston-upon-Hull",English nobleman and politician,Q6581097,male,1655-01-01T00:00:00Z,9,1726-03-05T00:00:00Z,11
Q333683,"F. E. Smith, 1st Earl of Birkenhead",British politician (1872-1930),Q6581097,male,1872-07-12T00:00:00Z,11,1930-09-30T00:00:00Z,11
Q312591,"F. J. Robinson, 1st Viscount Goderich","British Prime Minister, politician (1782-1859)",Q6581097,male,1782-11-01T00:00:00Z,11,1859-01-28T00:00:00Z,11
Q5436283,"Farrer Herschell, 1st Baron Herschell",British politician in late 1800s,Q6581097,male,1837-11-02T00:00:00Z,11,1899-03-01T00:00:00Z,11
Q334280,"Florence Horsbrugh, Baroness Horsbrugh",British politician (1889-1969),Q6581072,female,1889-10-13T00:00:00Z,11,1969-12-06T00:00:00Z,11
Q5467797,"Ford Grey, 1st Earl of Tankerville",English nobleman and statesman,Q6581097,male,1655-07-20T00:00:00Z,11,1701-06-24T00:00:00Z,11
Q37388,Francis Bacon,English philosopher and statesman (1561–1626),Q6581097,male,1561-02-01T00:00:00Z,11,1626-04-19T00:00:00Z,11
Q3750914,"Francis Baring, 1st Baron Northbrook",British politician,Q6581097,male,1796-04-20T00:00:00Z,11,1866-09-06T00:00:00Z,11
Q5480249,Francis Blackburne,Lord Chancellor of Ireland,Q6581097,male,1782-11-11T00:00:00Z,11,1867-09-17T00:00:00Z,11
Q1388908,"Francis Dashwood, 11th Baron le Despencer",British politician (1708-1781),Q6581097,male,1708-12-01T00:00:00Z,10,1781-12-11T00:00:00Z,11
Q716347,"Francis Godolphin, 2nd Earl of Godolphin",British politician (1678-1766),Q6581097,male,1678-09-03T00:00:00Z,11,1766-01-17T00:00:00Z,11
Q333986,Francis Maude,British politician (born 1953),Q6581097,male,1953-07-04T00:00:00Z,11,,
Q333862,"Francis Osborne, 5th Duke of Leeds",British politician (1751-1799),Q6581097,male,1751-01-29T00:00:00Z,11,1799-01-31T00:00:00Z,11
Q332759,Francis Pym,British politician (1922–2008),Q6581097,male,1922-02-13T00:00:00Z,11,2008-03-07T00:00:00Z,11
Q300182,Frank Dobson,British politician (1940-2019),Q6581097,male,1940-03-15T00:00:00Z,11,2019-11-11T00:00:00Z,11
Q304388,Frank Field,British politician (born 1942),Q6581097,male,1942-07-16T00:00:00Z,11,,
Q2295962,"Frank Pakenham, 7th Earl of Longford",British politician (1905-2001),Q6581097,male,1905-12-05T00:00:00Z,11,2001-08-03T00:00:00Z,11
Q333387,"Frank Soskice, Baron Stow Hill",British politician (1902-1979),Q6581097,male,1902-07-23T00:00:00Z,11,1979-01-01T00:00:00Z,11
Q334362,Fred Mulley,British politician (1918-1995),Q6581097,male,1918-07-03T00:00:00Z,11,1995-03-15T00:00:00Z,11
Q333371,"Fred Peart, Baron Peart",British politician (1914-1988),Q6581097,male,1914-04-30T00:00:00Z,11,1988-08-26T00:00:00Z,11
Q332731,"Frederic Thesiger, 1st Baron Chelmsford",British politician (1794-1878),Q6581097,male,1794-04-25T00:00:00Z,11,1878-10-05T00:00:00Z,11
Q332851,"Frederick Elwyn Jones, Baron Elwyn-Jones",British politician (1909-1989),Q6581097,male,1909-10-24T00:00:00Z,11,1989-12-04T00:00:00Z,11
Q336374,"Frederick Hamilton-Temple-Blackwood, 1st Marquess of Dufferin and Ava",British public servant and prominent member of Victorian society (1826-1902),Q6581097,male,1826-06-21T00:00:00Z,11,1902-02-12T00:00:00Z,11
Q2079507,"Frederick Howard, 5th Earl of Carlisle",English noble and diplomat,Q6581097,male,1748-05-28T00:00:00Z,11,1825-09-04T00:00:00Z,11
Q5498257,"Frederick Leathers, 1st Viscount Leathers",British businessman (1883-1965),Q6581097,male,1883-11-21T00:00:00Z,11,1965-03-19T00:00:00Z,11
Q5498258,"Frederick Lee, Baron Lee of Newton",British politician (1906-1984),Q6581097,male,1906-08-03T00:00:00Z,11,1984-02-04T00:00:00Z,11
Q335703,"Frederick Marquis, 1st Earl of Woolton",Lord President of the Council (1883-1964),Q6581097,male,1883-08-23T00:00:00Z,11,1964-12-14T00:00:00Z,11
Q312593,Frederick North,Prime Minister of Great Britain from 1770 to 1782,Q6581097,male,1732-04-13T00:00:00Z,11,1792-08-05T00:00:00Z,11
Q5498567,"Frederick Ponsonby, 10th Earl of Bessborough",British diplomat and peer (1913-1993),Q6581097,male,1913-03-29T00:00:00Z,11,1993-12-05T00:00:00Z,11
Q325417,"Gareth Williams, Baron Williams of Mostyn",Welsh politician (1941-2003),Q6581097,male,1941-02-05T00:00:00Z,11,2003-09-20T00:00:00Z,11
Q5527395,"Gathorne Gathorne-Hardy, 1st Earl of Cranbrook",British politician,Q6581097,male,1814-10-01T00:00:00Z,11,1906-10-30T00:00:00Z,11
Q333128,Gavin Strang,Scottish politician (born 1943),Q6581097,male,1943-07-10T00:00:00Z,11,,
Q262409,Gavin Williamson,British Conservative politician (born 1976),Q6581097,male,1976-06-25T00:00:00Z,11,,
Q332385,Geoff Hoon,British politician and Cabinet minister (born 1953),Q6581097,male,1953-12-06T00:00:00Z,11,,
Q1357271,Geoffrey,Archbishop of York,Q6581097,male,1152-01-01T00:00:00Z,9,1212-12-19T00:00:00Z,11
Q1357271,Geoffrey,Archbishop of York,Q6581097,male,1152-01-01T00:00:00Z,9,1212-12-25T00:00:00Z,11
Q291303,Geoffrey Cox,British politician (born 1960),Q6581097,male,1960-04-30T00:00:00Z,11,,
Q5534672,Geoffrey Holland,"Civil servant, Vice-Chancellor of the University of Exeter",Q6581097,male,1938-05-09T00:00:00Z,11,2017-04-20T00:00:00Z,11
Q332323,Geoffrey Howe,British Conservative politician (1926–2015),Q6581097,male,1926-12-20T00:00:00Z,11,2015-10-09T00:00:00Z,11
Q3101091,"Geoffrey Lloyd, Baron Geoffrey-Lloyd",British politician (1902-1984),Q6581097,male,1902-01-17T00:00:00Z,11,1984-09-12T00:00:00Z,11
Q5534874,Geoffrey Rippon,British politician (1924-1997),Q6581097,male,1924-05-28T00:00:00Z,11,1997-01-28T00:00:00Z,11
Q480132,Geoffrey Robinson,British politician (born 1938),Q6581097,male,1938-05-25T00:00:00Z,11,,
Q20090344,"George Bridges, Baron Bridges of Headley",British politician (born 1970),Q6581097,male,1970-07-15T00:00:00Z,11,,
Q334073,"George Brown, Baron George-Brown",British politician (1914-1985),Q6581097,male,1914-09-02T00:00:00Z,11,1985-06-02T00:00:00Z,11
Q5537384,George Buchanan,"Scottish patternmaker, trade union activist and Member of Parliament. (1890-1955)",Q6581097,male,1890-11-30T00:00:00Z,11,1955-06-28T00:00:00Z,11
Q335300,"George Campbell, 8th Duke of Argyll","Scottish peer, Liberal politician and writer on science, religion, and politics (1823-1900)",Q6581097,male,1823-04-30T00:00:00Z,11,1900-04-24T00:00:00Z,11
Q219731,George Canning,"British Prime Minister, statesman, and politician (1770-1827)",Q6581097,male,1770-04-11T00:00:00Z,11,1827-08-08T00:00:00Z,11
Q334436,"George Cave, 1st Viscount Cave",British lawyer and Conservative politician (1856-1928),Q6581097,male,1856-02-23T00:00:00Z,11,1928-03-29T00:00:00Z,11
Q5537888,"George Cholmondeley, 3rd Earl of Cholmondeley",British Army general,Q6581097,male,1703-01-02T00:00:00Z,11,1770-06-10T00:00:00Z,11
Q1230681,George Cornewall Lewis,(1806-1863); British politician,Q6581097,male,1806-04-21T00:00:00Z,11,1863-04-13T00:00:00Z,11
Q271878,"George Curzon, 1st Marquess Curzon of Kedleston",British politician (1859-1925),Q6581097,male,1859-01-11T00:00:00Z,11,1925-03-20T00:00:00Z,11
Q336192,"George Douglas-Hamilton, 10th Earl of Selkirk",Scottish nobleman and Conservative politician (1906-1994),Q6581097,male,1906-01-04T00:00:00Z,11,1994-11-24T00:00:00Z,11
Q303510,George Eustice,British politician (born 1971),Q6581097,male,1971-09-28T00:00:00Z,11,,
Q333749,"George Goschen, 1st Viscount Goschen",British statesman and businessman (1831-1907),Q6581097,male,1831-08-10T00:00:00Z,11,1907-02-07T00:00:00Z,11
Q244616,George Grenville,Prime Minister of Great Britain (1712-1770),Q6581097,male,1712-10-14T00:00:00Z,11,1770-11-13T00:00:00Z,11
Q24631,"George Hamilton-Gordon, 4th Earl of Aberdeen",British politician (1784-1860),Q6581097,male,1784-01-28T00:00:00Z,11,1860-12-14T00:00:00Z,11
Q5540566,"George Hervey, 2nd Earl of Bristol",British diplomat,Q6581097,male,1721-08-31T00:00:00Z,11,1775-03-01T00:00:00Z,10
Q335600,"George Howard, 6th Earl of Carlisle",British politician (1773-1848),Q6581097,male,1773-09-17T00:00:00Z,11,1848-10-07T00:00:00Z,11
Q2079517,"George Howard, 7th Earl of Carlisle",British politician,Q6581097,male,1802-04-18T00:00:00Z,11,1864-12-05T00:00:00Z,11
Q336556,"George Jeffreys, 1st Baron Jeffreys","Welsh judge (1645–1689), aka the Hanging Judge",Q6581097,male,1645-05-15T00:00:00Z,11,1689-04-18T00:00:00Z,11
Q82278,"George Jellicoe, 2nd Earl Jellicoe","British army officer, politician and businessman (1918-2007)",Q6581097,male,1918-04-04T00:00:00Z,11,2007-02-22T00:00:00Z,11
Q5541526,"George Lane-Fox, 1st Baron Bingley",British politician (1870-1947),Q6581097,male,1870-12-15T00:00:00Z,11,1947-12-11T00:00:00Z,11
Q337086,"George Lloyd, 1st Baron Lloyd","British Conservative politician. Governor of Bombay, Secretary of State for the Colonies, Leader of the House of Lords (1879-1941)",Q6581097,male,1879-09-19T00:00:00Z,11,1941-02-04T00:00:00Z,11
Q3760605,"George Montagu-Dunk, 2nd Earl of Halifax",British politician (1716-1771),Q6581097,male,1716-10-06T00:00:00Z,11,1771-06-08T00:00:00Z,11
Q746232,George Nicoll Barnes,Scottish politician (1859-1940),Q6581097,male,1859-01-02T00:00:00Z,11,1940-04-21T00:00:00Z,11
Q333744,"George Nugent-Temple-Grenville, 1st Marquess of Buckingham",British politician (1753-1813),Q6581097,male,1753-06-17T00:00:00Z,11,1813-02-11T00:00:00Z,11
Q332493,George Osborne,British politician (b. 1971),Q6581097,male,1971-05-23T00:00:00Z,11,,
Q333056,"George Robertson, Baron Robertson of Port Ellen",British politician (born 1946),Q6581097,male,1946-04-12T00:00:00Z,11,,
Q333111,"George Robinson, 1st Marquess of Ripon",British politician (1827-1909),Q6581097,male,1827-10-24T00:00:00Z,11,1909-07-09T00:00:00Z,11
Q335280,"George Savile, 1st Marquess of Halifax",English politician (1633-1695),Q6581097,male,1633-11-11T00:00:00Z,11,1695-04-05T00:00:00Z,11
Q332521,"George Spencer, 2nd Earl Spencer",British Whig politician,Q6581097,male,1758-09-01T00:00:00Z,11,1834-11-10T00:00:00Z,11
Q335825,"George Spencer, 4th Duke of Marlborough",British Duke (1739-1817),Q6581097,male,1739-01-26T00:00:00Z,11,1817-01-29T00:00:00Z,11
Q333919,"George Thomas, 1st Viscount Tonypandy",British politician (1909-1997),Q6581097,male,1909-01-29T00:00:00Z,11,1997-09-22T00:00:00Z,11
Q332630,"George Thomson, Baron Thomson of Monifieth",British politician (1921-2008),Q6581097,male,1921-01-16T00:00:00Z,11,2008-10-03T00:00:00Z,11
Q5545269,George Tomlinson,British politician (1890-1952),Q6581097,male,1890-03-21T00:00:00Z,11,1952-09-22T00:00:00Z,11
Q5545334,"George Tryon, 1st Baron Tryon",British politician (1871-1940),Q6581097,male,1871-05-15T00:00:00Z,11,1940-11-24T00:00:00Z,11
Q335305,"George Villiers, 4th Earl of Clarendon",British diplomat (1800-1870),Q6581097,male,1800-01-12T00:00:00Z,11,1870-06-27T00:00:00Z,11
Q334272,George Ward Hunt,British politician (1825-1877),Q6581097,male,1825-07-30T00:00:00Z,11,1877-07-29T00:00:00Z,11
Q333145,"George Younger, 4th Viscount Younger of Leckie",British politician (1931-2003),Q6581097,male,1931-09-22T00:00:00Z,11,2003-01-26T00:00:00Z,11
Q335370,"Gerald Gardiner, Baron Gardiner",British peer (1900-1990),Q6581097,male,1900-05-30T00:00:00Z,11,1990-01-07T00:00:00Z,11
Q328557,Gerry Sutcliffe,British politician (born 1953),Q6581097,male,1953-05-13T00:00:00Z,11,,
Q740654,Gillian Merron,British politician (born 1959),Q6581072,female,1959-04-12T00:00:00Z,11,,
Q333058,Gillian Shephard,British politician (born 1940),Q6581072,female,1940-01-22T00:00:00Z,11,,
Q336537,"Glenys Kinnock, Baroness Kinnock of Holyhead",British politician (born 1944),Q6581072,female,1944-07-07T00:00:00Z,11,,
Q5576408,Godfrey Collins,British politician (1875-1936),Q6581097,male,1875-06-26T00:00:00Z,11,1936-10-13T00:00:00Z,11
Q10648,Gordon Brown,former prime minister of the United Kingdom (born 1951),Q6581097,male,1951-02-20T00:00:00Z,11,,
Q5584953,"Gordon Campbell, Baron Campbell of Croy",Scottish politician (1921-2005),Q6581097,male,1921-06-08T00:00:00Z,11,2005-04-26T00:00:00Z,11
Q478596,Grant Shapps,British politician (born 1968),Q6581097,male,1968-09-14T00:00:00Z,11,,
Q1090291,"Granville Leveson-Gower, 1st Marquess of Stafford",British politician (1721-1803),Q6581097,male,1721-08-04T00:00:00Z,11,1803-10-26T00:00:00Z,11
Q334053,"Granville Leveson-Gower, 2nd Earl Granville",British Liberal statesman (1815-1891),Q6581097,male,1815-05-11T00:00:00Z,11,1891-03-31T00:00:00Z,11
Q271800,Greg Clark,British politician (born 1967),Q6581097,male,1967-08-28T00:00:00Z,11,,
Q478227,Greg Hands,British politician (born 1965),Q6581097,male,1965-11-14T00:00:00Z,11,,
Q260562,Gregory Barker,British politician (born 1966),Q6581097,male,1966-03-08T00:00:00Z,11,,
Q5608241,"Grey Ruthven, 2nd Earl of Gowrie",Earl of Gowrie (born 1939),Q6581097,male,1939-11-26T00:00:00Z,11,,
Q1555319,Gus Macdonald,British politician (born 1940),Q6581097,male,1940-08-20T00:00:00Z,11,,
Q333823,"Gwilym Lloyd George, 1st Viscount Tenby",British politician (1894-1967),Q6581097,male,1894-12-04T00:00:00Z,11,1967-02-14T00:00:00Z,11
Q166714,H. H. Asquith,former Prime Minister of the United Kingdom (1852-1928),Q6581097,male,1852-09-12T00:00:00Z,11,1928-02-15T00:00:00Z,11
Q334020,"Hardinge Giffard, 1st Earl of Halsbury",British politician (1823-1921),Q6581097,male,1823-09-03T00:00:00Z,11,1921-12-11T00:00:00Z,11
Q39168,"Harold Alexander, 1st Earl Alexander of Tunis",British military commander and field marshal; Governor General of Canada (1891-1969),Q6581097,male,1891-12-10T00:00:00Z,11,1969-06-16T00:00:00Z,11
Q333321,"Harold Lever, Baron Lever of Manchester",British barrister and Labour Party politician (1914-1995),Q6581097,male,1914-01-15T00:00:00Z,11,1995-08-06T00:00:00Z,11
Q128985,Harold Macmillan,British politician and Prime Minister (1894–1986),Q6581097,male,1894-02-10T00:00:00Z,11,1986-12-29T00:00:00Z,11
Q5662543,Harold Tennant,British politician,Q6581097,male,1865-11-18T00:00:00Z,11,1935-11-08T00:00:00Z,11
Q5662543,Harold Tennant,British politician,Q6581097,male,1865-11-18T00:00:00Z,11,1935-11-09T00:00:00Z,11
Q1585945,"Harold Walker, Baron Walker of Doncaster",British politician (1927-2003),Q6581097,male,1927-07-12T00:00:00Z,11,2003-11-11T00:00:00Z,11
Q334345,Harold Watkinson,British politician (1910-1995),Q6581097,male,1910-01-25T00:00:00Z,11,1995-12-19T00:00:00Z,11
Q128956,Harold Wilson,former prime minister of the United Kingdom (1916-1995),Q6581097,male,1916-03-11T00:00:00Z,11,1995-05-24T00:00:00Z,11
Q234182,Harriet Harman,British politician (born 1950),Q6581072,female,1950-07-30T00:00:00Z,11,,
Q260429,Harriett Baldwin,British politician (born 1960),Q6581072,female,1960-05-02T00:00:00Z,11,,
Q333345,"Harry Crookshank, 1st Viscount Crookshank",British politician (1893-1961),Q6581097,male,1893-05-27T00:00:00Z,11,1961-10-17T00:00:00Z,11
Q15452587,Harry Gosling,British politician (1861-1930),Q6581097,male,1861-06-09T00:00:00Z,11,1930-10-24T00:00:00Z,11
Q5671733,"Harry Primrose, 6th Earl of Rosebery",British politician (1882-1974),Q6581097,male,1882-01-08T00:00:00Z,11,1974-05-31T00:00:00Z,11
Q334142,Hartley Shawcross,British politician (1902-2003),Q6581097,male,1902-02-04T00:00:00Z,11,2003-07-10T00:00:00Z,11
Q6305458,Hastings Lees-Smith,British politician (1878-1941),Q6581097,male,1878-01-26T00:00:00Z,11,1941-12-18T00:00:00Z,11
Q264023,Hazel Blears,British politician (born 1956),Q6581072,female,1956-05-14T00:00:00Z,11,,
Q3428035,Hector McNeil,British politician (1907-1955),Q6581097,male,1907-03-10T00:00:00Z,11,1955-10-11T00:00:00Z,11
Q335747,"Hector Monro, Baron Monro of Langholm",British politician (1922-2006),Q6581097,male,1922-10-04T00:00:00Z,11,2006-08-30T00:00:00Z,11
Q334128,"Helen Liddell, Baroness Liddell of Coatdyke",British politician (born 1950),Q6581072,female,1950-12-06T00:00:00Z,11,,
Q312577,"Henry Addington, 1st Viscount Sidmouth","Prime Minister of the United Kingdom, 1801 to 1804",Q6581097,male,1757-05-30T00:00:00Z,11,1844-02-15T00:00:00Z,11
Q335667,"Henry Bathurst, 2nd Earl Bathurst",British lawyer and politician; Lord Chancellor of Great Britain (1714-1794),Q6581097,male,1714-05-20T00:00:00Z,11,1794-08-06T00:00:00Z,11
Q335316,"Henry Bathurst, 3rd Earl Bathurst",British politician (1762-1834),Q6581097,male,1762-05-22T00:00:00Z,11,1834-07-27T00:00:00Z,11
Q5718391,"Henry Booth, 1st Earl of Warrington",English politician and Earl,Q6581097,male,1652-01-13T00:00:00Z,11,1694-01-02T00:00:00Z,11
Q333889,"Henry Brooke, Baron Brooke of Cumnor",British politician (1903-1984),Q6581097,male,1903-04-09T00:00:00Z,11,1984-03-29T00:00:00Z,11
Q333220,"Henry Brougham, 1st Baron Brougham and Vaux","English barrister, politician, and Lord Chancellor of Great Britain (1778-1868)",Q6581097,male,1778-09-19T00:00:00Z,11,1868-05-07T00:00:00Z,11
Q335550,"Henry Bruce, 1st Baron Aberdare",British politician (1815-1895),Q6581097,male,1815-04-16T00:00:00Z,11,1895-02-25T00:00:00Z,11
Q106618,Henry Campbell-Bannerman,former Prime Minister of the United Kingdom (1836-1908),Q6581097,male,1836-09-07T00:00:00Z,11,1908-04-22T00:00:00Z,11
Q335351,"Henry Dundas, 1st Viscount Melville",Scottish advocate and politician (1742-1811),Q6581097,male,1742-04-28T00:00:00Z,11,1811-05-28T00:00:00Z,11
Q332935,"Henry Fowler, 1st Viscount Wolverhampton",British politician (1830-1911),Q6581097,male,1830-05-16T00:00:00Z,11,1911-02-25T00:00:00Z,11
Q3289825,"Henry Fox, 1st Baron Holland",British politician,Q6581097,male,1705-09-28T00:00:00Z,11,1774-07-01T00:00:00Z,11
Q5722116,Henry Goulburn,British politician,Q6581097,male,1784-03-19T00:00:00Z,11,1856-01-12T00:00:00Z,11
Q336031,"Henry Grey, 1st Duke of Kent",British noble (1671-1740),Q6581097,male,1671-09-28T00:00:00Z,11,1740-06-05T00:00:00Z,11
Q4499092,"Henry Holland, 1st Viscount Knutsford",British politician,Q6581097,male,1825-08-03T00:00:00Z,11,1914-01-29T00:00:00Z,11
Q5723301,"Henry Howard, 12th Earl of Suffolk",British politician,Q6581097,male,1739-05-16T00:00:00Z,11,1779-03-07T00:00:00Z,11
Q2697631,"Henry Howard, 1st Earl of Northampton",English aristocrat and courtier (1540-1614),Q6581097,male,1540-03-06T00:00:00Z,11,1614-06-15T00:00:00Z,11
Q333378,Henry Lowry-Corry,British politician (1803-1873),Q6581097,male,1803-03-09T00:00:00Z,11,1873-03-05T00:00:00Z,11
Q5725120,"Henry Lowther, 3rd Viscount Lonsdale",English courtier,Q6581097,male,1694-01-01T00:00:00Z,9,1750-03-12T00:00:00Z,11
Q5725120,"Henry Lowther, 3rd Viscount Lonsdale",English courtier,Q6581097,male,1694-01-01T00:00:00Z,9,1751-03-07T00:00:00Z,11
Q5725455,"Henry Marney, 1st Baron Marney",English politician,Q6581097,male,1447-01-01T00:00:00Z,9,1523-01-01T00:00:00Z,9
Q3132951,"Henry Matthews, 1st Viscount Llandaff",British politician,Q6581097,male,1826-01-13T00:00:00Z,11,1913-04-03T00:00:00Z,11
Q5725963,"Henry Montagu, 1st Earl of Manchester",English noble and politician,Q6581097,male,1563-01-01T00:00:00Z,9,1642-01-01T00:00:00Z,9
Q244766,Henry Pelham,Prime Minister of Great Britain,Q6581097,male,1694-10-06T00:00:00Z,11,1754-01-01T00:00:00Z,9
Q244766,Henry Pelham,Prime Minister of Great Britain,Q6581097,male,1694-10-06T00:00:00Z,11,1754-03-06T00:00:00Z,11
Q332639,"Henry Petty-Fitzmaurice, 3rd Marquess of Lansdowne",British politician (1780-1863),Q6581097,male,1780-07-02T00:00:00Z,11,1863-01-31T00:00:00Z,11
Q337386,"Henry Petty-Fitzmaurice, 5th Marquess of Lansdowne",British statesman (1845-1927),Q6581097,male,1845-01-04T00:00:00Z,11,1927-06-03T00:00:00Z,11
Q332654,"Henry Phipps, 1st Earl of Mulgrave",British Army general (1755-1831),Q6581097,male,1755-02-14T00:00:00Z,11,1831-04-07T00:00:00Z,11
